cre88_RECID,cre88_TAXITEMGROUP,cre88_TAXGROUP,cre88_CONFIRMEDTAXWRITECODE,cre88_CURRENCYCODE,cre88_ITEMREFTYPE,cre88_NAME,cre88_TRANSACTIONCODE,cre88_VENDACCOUNT,cre88_DATAAREAID,cre88_ORDERACCOUNT,cre88_DELIVERYNAME,cre88_PAYMENT,cre88_PAYMMODE,cre88_PRICEGROUPID,cre88_PURCHASETYPE,cre88_PURCHNAME,cre88_PURCHSTATUS,cre88_VATNUM,cre88_VENDGROUP,cre88_COUNTRYREGIONID,cre88_ZIPCODE,cre88_STREET,cre88_CITY,cre88_STATE,cre88_COUNTY,cre88_PRODUCTTYPE,cre88_ITEMGROUPID
78,Goods,P-NEU-0,BTW,USD,1,Hempel's Hi-Vee Lacquer,Verkoop,93053,nl20,93053,VOX MAXIMA (VAN OORD) IMO 9454096,CM+25,Clearing,Area 2,3,P.T. HEMPEL INDONESIA - II,3,No VAT Number,INTERNAL,IDN,,Batam,,,,1,FG
79,Goods,P-NEU-0,BTW,USD,1,Hempel's Hi-Vee Lacquer,Verkoop,93084,nl20,93084,M/V.BLACKBIRD,CM+25,Clearing,Area 4,3,HEMPEL PAINTS (EMIRATES) L.L.C. - II,3,No VAT Number,INTERNAL,ARE,,TO YOUR STORES AT WATERFRONT ISLAND,JEBEL ALI,,,1,FG
80,Goods,P-EU-RC,BTW,EUR,1,Hempel's Hi-Vee Lacquer,Verkoop,93015,nl20,93015,m/v Iguazu,CM+25,Clearing,Area 3,3,HEMPEL (UK) LTD - II,3,GB239113281,INTERNAL,GBR,L3 0AT,HUSKISSON DOCK REGENT ROAD LIVERPOOL Contact : Peter Brands  Phone : +44 778 987 6680,LIVERPOOL,,,1,FG
81,Goods,P-NEU-0,BTW,USD,1,Hempel's Hi-Vee Lacquer,Verkoop,93084,nl20,93084,M/V.VOLVOX ASIA,CM+25,Clearing,Area 4,3,HEMPEL PAINTS (EMIRATES) L.L.C. - II,3,,INTERNAL,ARE,,BERTH NO.7/8 AT DUBAI DRY DOCKS,DUBAI,,,1,FG
82,Goods,VAT-FOR-12,BTW,USD,1,Hempel's Hi-Vee Lacquer,Verkoop,93041,nl20,93041,M/V ASTROLABE,CM+25,Clearing,Area 7,3,HEMPEL (ECUADOR) S.A. - II,3,,INTERNAL,ECU,,,POSORJA,,,1,FG
83,Goods,VAT-FOR-12,BTW,USD,1,Hempel's Hi-Vee Lacquer,Verkoop,93041,nl20,93041,M/V VITUS BERING,CM+25,Clearing,Area 7,3,HEMPEL (ECUADOR) S.A. - II,3,,INTERNAL,ECU,,,POSORJA,,,1,FG
84,Goods,P-NEU-0,BTW,USD,1,Hempel's Hi-Vee Lacquer,Verkoop,93082,nl20,93082,m/v Coastal Voyager,CM+25,Clearing,,3,HEMPEL PAINTS (QATAR) W.L.L. - II,3,,INTERNAL,QAT,,Already in port Masaieed Agent :arun.kumar@vanoord.com Phone +974 50966222,,,,1,FG
85,Goods,P-EU-RC,,EUR,1,Hempel's Hi-Vee Lacquer,Verkoop,93012,nl20,93012,PROUD (VERTOM-BOJEN) IMO 9386433,CM+25,Clearing,Area 3,3,HEMPEL (FRANCE) S.A. - II,4,FR00562055244,INTERNAL,FRA,76600,C/O BLD 292 BD JULES DURAND Carole BENNETOT 02.35.53.85.02,Le Havre,,,1,FG
86,Goods,P-NEU-0,BTW,USD,1,Hempel's Hi-Vee Lacquer,Verkoop,93084,nl20,93084,M/V.VOLVOX ASIA,CM+25,Clearing,Area 4,3,HEMPEL PAINTS (EMIRATES) L.L.C. - II,3,No VAT Number,INTERNAL,ARE,,AT DUBAI DRY DOCKS,DUBAI,,,1,FG
87,Goods,P-NEU-0,BTW,USD,1,Line 100 Hempel's Hi-Vee Lacquer,Verkoop,93055,nl20,93055,M/V HENRI PITOT,CM+25,Clearing,Area 2,3,HEMPEL (SINGAPORE) PTE. LTD - II,3,No VAT Number,INTERNAL,SGP,,,Sinagpore,,,1,FG
88,Goods,P-EU-RC,BTW,EUR,1,Hempel's Hi-Vee Lacquer,Verkoop,93022,nl20,93022,POMPEI (JDN) IMO 8706583,CM+25,Clearing,Area 3,3,HEMPEL (PORTUGAL) S.A. - II,3,PT500133336,INTERNAL,PRT,4900-350,CM: 115,Viana do Castelo,,,1,FG
89,Goods,P-EU-RC,BTW,EUR,1,Hempel's Hi-Vee Lacquer HS 32082090,Verkoop,93015,nl20,93015,M/V SEA INSTALLER,CM+25,Clearing,Area 3,3,HEMPEL (UK) LTD - II,3,GB239113281,INTERNAL,GBR,NR30 3GY,C/O  CLARKSONS PORT SERVICES VANGUARD HOUSE SOUTH BEACH PARADE GREAT YARMOUTH Contact on site: +45 5213 9598 Mr. Jørgen Staal Larsen,,,,1,FG
90,Goods,P-NEU-0,BTW,USD,1,Hempel's Hi-Vee Lacquer,Verkoop,93055,nl20,93055,HAM 311 (VAN OORD) IMO 9100700,CM+25,Clearing,Area 2,3,HEMPEL (SINGAPORE) PTE. LTD - II,1,No VAT Number,INTERNAL,SGP,,,,,,1,FG
91,Goods,P-NEU-0,BTW,USD,1,Hempel's Hi-Vee Lacquer,Verkoop,93042,nl20,93042,MV FRANCIS BEAUFORT,CM+25,Clearing,Area 6,3,HEMPEL (USA) Inc. - II,3,,INTERNAL,PAN,,Associated Steamship Agents Martijn Jaeken M +593 979 665 341  E-Mail: td.bf@jandenul.com,Panama,,,1,FG
92,Goods,P-NEU-0,BTW,USD,1,Hempel's Hi-Vee Lacquer,Verkoop,93042,nl20,93042,MV FRANCIS BEAUFORT,CM+25,Clearing,Area 6,3,HEMPEL (USA) Inc. - II,3,,INTERNAL,PAN,,Associated Steamship Agents Martijn Jaeken M +593 979 665 341  E-Mail: td.bf@jandenul.com,Panama,,,1,FG
93,Goods,P-NEU-0,BTW,USD,1,Hempel's Hi-Vee Lacquer,Verkoop,93042,nl20,93042,M/V CONCEPTION,CM+25,Clearing,Area 6,3,HEMPEL (USA) Inc. - II,3,,INTERNAL,PAN,,,PANAMA,,,1,FG
94,Goods,4,ALV,EUR,0,Hempel's Textile Protect EAN: 5709516020124,11,50104,fi11,50104,Hempel (Finland) Oy Ab,60 Days,SEPA,,3,Day System,3,SE556204965901,COGS-FOR,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG-Y
95,Goods,VAT-FOR-12,BTW,USD,1,Hempel's Thinner,Verkoop,93041,nl20,93041,M/V VITUS BERING,CM+25,Clearing,Area 7,3,HEMPEL (ECUADOR) S.A. - II,3,,INTERNAL,ECU,,,POSORJA,,,1,FG
96,Goods,P-DO-0,BTW,EUR,1,Hempel's Thinner,Verkoop,50984,nl20,50984,M/V ORWELL,30 Days,Transfer,,3,Toles Ivoire S.A.,3,6106547,COGS-FOR,CIV,,"Carena Shipyard Boulevard de la Paix,  Abidjan",,,,1,FG
97,Goods,P-EU-RC,BTW,EUR,1,Hempel's Thinner,Verkoop,93004,nl20,93004,MV FAROMAR,CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,DEU,24159,"IMO: 9552070 Flag ; Luxembourg [LU]   Shipstores Kiel Canal  c/o SHIPSTORES KIEL-CANAL GMBH MAKLERSTRASSE, 24159 Kiel",Kiel,,,1,FG
98,Goods,P-EU-RC,BTW,EUR,1,Hempel's Thinner,Verkoop,93015,nl20,93015,JOHAN VAN VEEN (VAN OORD) IMO 9098971,CM+25,Clearing,Area 3,3,HEMPEL (UK) LTD - II,3,GB239113281,INTERNAL,GBR,AB12 3AX,"C/O SELETAR SHIPPING LTD, STEADFAST HOUSE, GREENWELL ROAD",ABERDEEN,,,1,FG
99,Goods,4,,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
100,Goods,4,,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS POLAND SP. Z O.O. - EX - GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
101,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
102,Goods,4,ALV,EUR,0,Hempel's Thinner,11,91004,fi11,91004,Hempel (Finland) Oy Ab,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,FIN,1530,c/o PostNord Oy Osumakuja 3,Vantaa,EteläSuome,Uusimaa,1,FG
103,Goods,P-EU-RC,BTW,EUR,1,Hempel's Thinner,Verkoop,93001,nl20,93001,M/V AL IDRISI,CM+25,Clearing,Area 3,3,HEMPEL A/S - II,3,DK59946013,INTERNAL,NULL,NULL,NULL,NULL,NULL,NULL,1,FG
104,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
105,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
106,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
107,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
108,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
109,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
110,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
111,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,2,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
112,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,1,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
113,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
114,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
115,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,2,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
116,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
117,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
118,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,HEMPEL,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
119,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,HEMPEL,CM+25,Clearing,,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
120,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,HEMPEL,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
121,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
122,Goods,P-II,,USD,1,Hempel's Thinner,11,93055,fr12,93055,Hempel France SAS,CM+25,Clearing,Area 2,3,HEMPEL (SINGAPORE) PTE. LTD - II,3,No VAT Number,INTERNAL,FRA,60111,"5, rue de l'Europe B.P. 30407 Saint-Crépin-Ibouvillers",MERU CEDEX,,,1,FG
123,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91023,fr12,91023,HEMPEL C/O IEA,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,3,ESA08183881,INTERNAL,FRA,13110,IEA 4 Boulevard De La Merindolle ZI LA GRAND’COLLE,Port-de-Bouc,,,1,FG
124,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91023,fr12,91023,HEMPEL C/O IEA,CM+25,Clearing,P1 Spain,3,PINTURAS HEMPEL S.A - EX - GATE,1,ESA08183881,INTERNAL,FRA,13110,IEA 4 Boulevard De La Merindolle ZI LA GRAND’COLLE,Port-de-Bouc,,,1,FG
125,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,1,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
126,Goods,P-EU-RC,TVA,EUR,0,Hempel's Thinner,11,91022,fr12,91022,Hempel France SAS,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,2,PT500133336,INTERNAL,FRA,60149,SAINT-CREPIN FG WRH 5 RUE DE L'EUROPE,Saint-Crépin-Ibouvillers,,,1,FG
127,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91022,nl20,91022,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,1,PT500133336,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
128,Goods,P-EU-RC,,EUR,0,Hempel's Thinner,Verkoop,91022,nl20,91022,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,3,PT500133336,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
129,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
130,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91022,nl20,91022,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Portuga,3,HEMPEL (PORTUGAL) S.A. - EX - GATE,2,PT500133336,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
131,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
132,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
133,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
134,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
135,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
136,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
137,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
138,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
139,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
140,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
141,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
142,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
143,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
144,Goods,P-EU-RC,BTW,EUR,0,Hempel's Thinner,Verkoop,91004,nl20,91004,Hempel (The Netherlands) B.V.,CM+25,Clearing,P1 Poland,3,HEMPEL PAINTS (POLAND) SP. Z O.O.- EX GATE,3,PL7010150377,INTERNAL,NLD,3196 KC,C/O Imperial Butaanweg,Vondelingenplaat Rotterdam,,,1,FG
145,Goods,P-EU-RC,BTW,EUR,1,Hempel's Thinner,Verkoop,93015,nl20,93015,MV BORR,CM+25,Clearing,Area 3,3,HEMPEL (UK) LTD - II,3,GB239113281,INTERNAL,GBR,DA12 2PL,PORT OF LONDON DENTON WHARF GRAVESEND KENT contact Farrell McCullough 07860 928134 ,,,,1,FG
146,Goods,P-EU-RC,BTW,EUR,1,Hempel's Thinner,Verkoop,93004,nl20,93004,MILA (BEBEKA) IMO 9331335,CM+25,Clearing,Area 3,3,HEMPEL PAINTS (POLAND) SP. Z O.O. - II,3,PL7010150377,INTERNAL,EST,,"Imo: 9331335 Flag: Netherlands   Bekkeri port, Marati 14, Tallinn   c/o Ruu Marine Services  agency@rms.ee",Tallinn,,,1,FG
147,Goods,P-NEU-0,BTW,USD,1,Hempel's Thinner,Verkoop,93084,nl20,93084,M/V.DN 94,CM+25,Clearing,Area 4,3,HEMPEL PAINTS (EMIRATES) L.L.C. - II,3,,INTERNAL,ARE,,AT WATERFRONT ISLAND JEBEL ALI  JAN DE NUL DREDGING BELGIUM,,,,1,FG
148,Goods,P-EU-RC,BTW,EUR,1,Hempel's Thinner HS 38140090,Verkoop,93015,nl20,93015,M/V SEA INSTALLER,CM+25,Clearing,Area 3,3,HEMPEL (UK) LTD - II,3,GB239113281,INTERNAL,GBR,NR30 3GY,C/O  CLARKSONS PORT SERVICES VANGUARD HOUSE SOUTH BEACH PARADE GREAT YARMOUTH Contact on site: +45 5213 9598 Mr. Jørgen Staal Larsen,,,,1,FG
149,Goods,P-EU-RC,BTW,EUR,1,Hempel's Thinner,Verkoop,93015,nl20,93015,VOS PATRIOT,CM+25,Clearing,Area 3,3,HEMPEL (UK) LTD - II,3,GB239113281,INTERNAL,GBR,AB24 5AP,c/o CLARKSON PORT SERVICES 303 KING STREET ABERDEEN,ABERDEEN,,,1,FG
150,Goods,P-NEU-0,BTW,USD,1,Hempel's Thinner Line 40,Verkoop,93055,nl20,93055,Giovanni Venturi,CM+25,Clearing,Area 2,3,HEMPEL (SINGAPORE) PTE. LTD - II,3,No VAT Number,INTERNAL,SGP,,Singapore,,,,1,FG
151,Goods,P-NEU-0,BTW,USD,1,Hempel's Thinner,Verkoop,93055,nl20,93055,Giovanni Venturi,CM+25,Clearing,Area 2,3,HEMPEL (SINGAPORE) PTE. LTD - II,3,No VAT Number,INTERNAL,SGP,,Singapore,,,,1,FG
152,Goods,P-NEU-0,BTW,USD,1,Hempel's Thinner,Verkoop,93084,nl20,93084,M/V.COASTAL ACE,CM+25,Clearing,Area 4,3,HEMPEL PAINTS (EMIRATES) L.L.C. - II,3,,INTERNAL,ARE,,AT ALBWARDY DAMEN HAMRIYAH FREE ZONE,SHARJAH,,,1,FG
153,Goods,P-NEU-0,BTW,EUR,1,Hempel's Thinner,Verkoop,93021,nl20,93021,m/v Nordnes,CM+25,Clearing,Area 3,3,HEMPEL (NORWAY) A/S - II,3,NO948945851,INTERNAL,NOR,5977,c/o Kvantum AS Skipavika Sandevegen 631  Att: John Torsvik +47 90089470 ,Ånneland,,,1,FG
154,Goods,P-NEU-0,BTW,USD,1,Hempel's Thinner,Verkoop,93046,nl20,93046,M/V KAISHUU,CM+25,Clearing,Area 7,3,HEMPEL TINTAS DO (BRASIL) LTDA - II,1,,INTERNAL,BRA,,,Rio de Janeiro,,,1,FG
155,Goods,P-NEU-0,BTW,USD,1,Hempel's Thinner,Verkoop,93055,nl20,93055,M/V HENRI PITOT,CM+25,Clearing,Area 2,3,HEMPEL (SINGAPORE) PTE. LTD - II,3,No VAT Number,INTERNAL,SGP,,,Sinagpore,,,1,FG
156,Goods,P-NEU-0,BTW,USD,1,Hempel's Thinner,Verkoop,93053,nl20,93053,HAM 310 (VAN OORD) IMO 8402606,CM+25,Clearing,Area 2,3,P.T. HEMPEL INDONESIA - II,4,No VAT Number,INTERNAL,IDN,,,,,,1,FG
